4317542,4317542
1245908,1245908
4783481,4783481
6017673,6017673
3919034,3919034
2749797,2749797
4614436,4614436
4529192,4529192
5509994,5509994
3387908,3387908
2331537,2331537
4582733,4582733
5328485,5328485
4744569,4744569
1317358,1317358
1033023,1033023
1647365,1647365
6025425,6025425
5073382,5073382
2213369,2213369
2657248,2657248
5302500,5302500
1421461,1421461
4032530,4032530
1895969,1895969
3482518,3482518
5384034,5384034
1664960,1664960
3587559,3587559
1765309,1765309
1297496,1297496
4278935,4278935
5527980,5527980
3658884,3658884
2587748,2587748
2486846,2486846
4037766,4037766
3293607,3293607
3913858,3913858
3906265,3906265
5601202,5601202
3856143,3856143
2868308,2868308
4900427,4900427
5014347,5014347
3570760,3570760
3435646,3435646
5425840,5425840
2315965,2315965
3559407,3559407
5730421,5730421
4214577,4214577
2411825,2411825
1079469,1079469
4490442,4490442
3448692,3448692
5822869,5822869
5490373,5490373
2865164,2865164
6006349,6006349
3228873,3228873
5385891,5385891
3630771,3630771
1615750,1615750
4610514,4610514
4555985,4555985
4826455,4826455
1943787,1943787
2216063,2216063
4688508,4688508
1241692,1241692
2910038,2910038
4314228,4314228
4843135,4843135
5010050,5010050
5222611,5222611
3105979,3105979
1718673,1718673
4271418,4271418
1367319,1367319
2089174,2089174
4190186,4190186
2484488,2484488
5288642,5288642
1294865,1294865
5814435,5814435
3229842,3229842
3496091,3496091
6014075,6014075
1403130,1403130
1701173,1701173
5867520,5867520
1503647,1503647
1118658,1118658
3870905,3870905
5326234,5326234
3160410,3160410
1407414,1407414
5919049,5919049
5509813,5509813
4318889,4318889
4639684,4639684
4395050,4395050
5988909,5988909
2915436,2915436
2483955,2483955
2311552,2311552
5886459,5886459
5724665,5724665
5574929,5574929
3339992,3339992
1780311,1780311
1921885,1921885
1016980,1016980
2808941,2808941
4969394,4969394
5825225,5825225
1415181,1415181
3170527,3170527
4021552,4021552
2330690,2330690
2761141,2761141
1592062,1592062
3208797,3208797
5594054,5594054
3540387,3540387
3518876,3518876
5174586,5174586
4514713,4514713
1530717,1530717
1494834,1494834
2170856,2170856
3046311,3046311
5751448,5751448
1808678,1808678
5712327,5712327
4723581,4723581
4003482,4003482
1919676,1919676
1394049,1394049
4424930,4424930
1806842,1806842
5147836,5147836
5732961,5732961
5272106,5272106
1871523,1871523
5391352,5391352
4205427,4205427
5087908,5087908
2667226,2667226
2252772,2252772
3830505,3830505
2753540,2753540
1294079,1294079
5685407,5685407
5270122,5270122
5530946,5530946
3766442,3766442
1847401,1847401
4077786,4077786
3197293,3197293
5318175,5318175
4212063,4212063
3189711,3189711
3196685,3196685
1020762,1020762
1231431,1231431
4834723,4834723
3430820,3430820
3495973,3495973
3315242,3315242
3242527,3242527
2024912,2024912
5386083,5386083
3458098,3458098
2644684,2644684
5472249,5472249
3889881,3889881
4565504,4565504
5238582,5238582
1034337,1034337
2558140,2558140
5334957,5334957
2402532,2402532
3099480,3099480
5713480,5713480
3367356,3367356
1349901,1349901
1769398,1769398
1210148,1210148
4387645,4387645
3312607,3312607
1452363,1452363
4444662,4444662
3944670,3944670
1279754,1279754
5942540,5942540
5793350,5793350
4908251,4908251
1882399,1882399
1785573,1785573
1324651,1324651
2240633,2240633
4680326,4680326
1181067,1181067
2683027,2683027
4154209,4154209
2427077,2427077
1573437,1573437
4163857,4163857
2530019,2530019
3302242,3302242
1430361,1430361
3081348,3081348
3941398,3941398
4470376,4470376
4823116,4823116
3398731,3398731
4438121,4438121
1857409,1857409
1801142,1801142
2653655,2653655
3039481,3039481
1235113,1235113
4012945,4012945
4408936,4408936
5733365,5733365
1527776,1527776
1028255,1028255
4663931,4663931
2007687,2007687
2278096,2278096
4427381,4427381
3858260,3858260
1469168,1469168
4409595,4409595
2302713,2302713
3511695,3511695
5969154,5969154
5873480,5873480
2462125,2462125
5332897,5332897
1313796,1313796
1025854,1025854
5884994,5884994
5133567,5133567
1262281,1262281
4163896,4163896
1400468,1400468
3047984,3047984
4639668,4639668
1502689,1502689
4378720,4378720
5120374,5120374
1229485,1229485
3235110,3235110
5798932,5798932
1415952,1415952
3899080,3899080
3966049,3966049
2462015,2462015
3636918,3636918
5100093,5100093
2690956,2690956
6012351,6012351
2888554,2888554
3850354,3850354
2270562,2270562
5912701,5912701
2537887,2537887
5059684,5059684
3851815,3851815
2147983,2147983
1713080,1713080
2396802,2396802
4575976,4575976
3906259,3906259
4846660,4846660
1787345,1787345
4760339,4760339
3162838,3162838
3257390,3257390
4947165,4947165
4008071,4008071
5219443,5219443
1538641,1538641
5660910,5660910
4227392,4227392
2095584,2095584
2198544,2198544
1645070,1645070
5383142,5383142
4858083,4858083
1840806,1840806
1359864,1359864
5654302,5654302
4435543,4435543
1490575,1490575
5848569,5848569
2304368,2304368
1746898,1746898
3432933,3432933
5617637,5617637
1325802,1325802
3214918,3214918
2896859,2896859
4266327,4266327
4087664,4087664
1308137,1308137
3692734,3692734
2859300,2859300
5800624,5800624
3483535,3483535
5002982,5002982
2958990,2958990
1073879,1073879
3319467,3319467
6012758,6012758
2243721,2243721
4492817,4492817
3229406,3229406
5907643,5907643
4105937,4105937
1135247,1135247
4538695,4538695
2642917,2642917
5172308,5172308
3487987,3487987
3455942,3455942
3635471,3635471
2894490,2894490
1450019,1450019
1729721,1729721
5937669,5937669
3623574,3623574
1903170,1903170
1037410,1037410
1863665,1863665
4795165,4795165
3459891,3459891
5558768,5558768
4260657,4260657
1809976,1809976
1410874,1410874
3127838,3127838
1979532,1979532
3697298,3697298
3563442,3563442
5742415,5742415
1187441,1187441
4037981,4037981
2721764,2721764
1452958,1452958
1653149,1653149
3111857,3111857
5863930,5863930
1199213,1199213
3398469,3398469
5543964,5543964
1178708,1178708
5271895,5271895
2858022,2858022
3063660,3063660
3975366,3975366
3098789,3098789
3119843,3119843
1128599,1128599
2471197,2471197
5136320,5136320
1604050,1604050
3952068,3952068
1673307,1673307
2039907,2039907
2462580,2462580
5154545,5154545
2457883,2457883
5381475,5381475
1583046,1583046
2701384,2701384
3580408,3580408
1684162,1684162
3435382,3435382
3243879,3243879
2757139,2757139
5249263,5249263
2620640,2620640
3486646,3486646
2747421,2747421
4188480,4188480
1894946,1894946
5112336,5112336
3287182,3287182
4672516,4672516
1672182,1672182
3888346,3888346
5047372,5047372
3505632,3505632
3393275,3393275
2763869,2763869
4721103,4721103
2643881,2643881
3213071,3213071
2127887,2127887
3845625,3845625
2994582,2994582
3096573,3096573
1496761,1496761
2600506,2600506
4641159,4641159
4818093,4818093
3185117,3185117
2716815,2716815
2567481,2567481
5938456,5938456
1805236,1805236
4443979,4443979
1438515,1438515
5919805,5919805
2379813,2379813
1019543,1019543
3940930,3940930
5285371,5285371
4604556,4604556
1836077,1836077
2301190,2301190
2376862,2376862
2584524,2584524
5117905,5117905
5207327,5207327
3443261,3443261
2633422,2633422
1398499,1398499
3969537,3969537
2718445,2718445
2982748,2982748
2570423,2570423
1394376,1394376
1251708,1251708
2883074,2883074
1938165,1938165
1519020,1519020
1985327,1985327
5217485,5217485
5019981,5019981
5961050,5961050
2346701,2346701
5087735,5087735
4715946,4715946
5193110,5193110
5689404,5689404
5621373,5621373
2146052,2146052
3457549,3457549
4974186,4974186
2579149,2579149
4839582,4839582
5089104,5089104
5192290,5192290
3564386,3564386
3822018,3822018
4109460,4109460
5491061,5491061
2127245,2127245
5424413,5424413
5867130,5867130
4367183,4367183
3882029,3882029
3298101,3298101
5352945,5352945
1419584,1419584
5045217,5045217
3393038,3393038
2531327,2531327
1776242,1776242
3421389,3421389
5174769,5174769
4567322,4567322
4490712,4490712
4831787,4831787
5692015,5692015
2306025,2306025
2307946,2307946
4587929,4587929
4198051,4198051
4947147,4947147
5179148,5179148
5629617,5629617
5132137,5132137
5837125,5837125
5943068,5943068
3711918,3711918
5664902,5664902
4600054,4600054
4174895,4174895
1655879,1655879
2147886,2147886
4488904,4488904
5879501,5879501
2155093,2155093
3375233,3375233
3081509,3081509
4769508,4769508
1011916,1011916
5347930,5347930
5638509,5638509
5076126,5076126
2361176,2361176
2067516,2067516
2928263,2928263
4053577,4053577
3017904,3017904
5890639,5890639
2903693,2903693
2297299,2297299
3869922,3869922
5575996,5575996
5125858,5125858
3834972,3834972
1543445,1543445
2260085,2260085
1956705,1956705
2514962,2514962
1472735,1472735
2616581,2616581
1651780,1651780
1738009,1738009
2746145,2746145
5327247,5327247
5813838,5813838
5832048,5832048
4764030,4764030
3184077,3184077
5489957,5489957
3834751,3834751
4208045,4208045
4270058,4270058
1052345,1052345
2074656,2074656
5562792,5562792
2650699,2650699
3557976,3557976
2880988,2880988
5222357,5222357
2910699,2910699
1706136,1706136
1055651,1055651
4381756,4381756
2608919,2608919
1137459,1137459
4119618,4119618
3182047,3182047
5482237,5482237
4170523,4170523
6016834,6016834
3621997,3621997
1096619,1096619
2188040,2188040
4268075,4268075
3951184,3951184
1956798,1956798
3177547,3177547
4838428,4838428
3161101,3161101
1363154,1363154
5454933,5454933
4550322,4550322
4123964,4123964
3169077,3169077
4750329,4750329
2878397,2878397
1891701,1891701
5399169,5399169
5850797,5850797
3888251,3888251
5595131,5595131
3392694,3392694
4800381,4800381
4230557,4230557
4307956,4307956
4909423,4909423
5186299,5186299
4563602,4563602
2700210,2700210
2214457,2214457
1103458,1103458
3974459,3974459
3264105,3264105
3312058,3312058
2022385,2022385
1316280,1316280
4718117,4718117
4425531,4425531
1781991,1781991
3013347,3013347
3902460,3902460
1298670,1298670
4535002,4535002
2987614,2987614
2556697,2556697
3927070,3927070
3887624,3887624
5466370,5466370
2201006,2201006
3316674,3316674
1492541,1492541
4729961,4729961
5211797,5211797
5224775,5224775
2535589,2535589
4534955,4534955
3050283,3050283
1732790,1732790
1534335,1534335
5886566,5886566
4741940,4741940
1567662,1567662
2543454,2543454
4318965,4318965
4243158,4243158
4073240,4073240
2898262,2898262
2713530,2713530
3343264,3343264
5134104,5134104
5460352,5460352
1325589,1325589
2921519,2921519
5668508,5668508
3880834,3880834
2760632,2760632
5588067,5588067
2423250,2423250
3366418,3366418
4595608,4595608
1498690,1498690
4469557,4469557
4893504,4893504
1856817,1856817
2920751,2920751
5172592,5172592
5596872,5596872
