4317542,0
1245908,0
4783481,0
6017673,0
3919034,0
2749797,0
4614436,0
4529192,0
5509994,0
3387908,0
2331537,0
4582733,0
5328485,0
4744569,0
1317358,0
1033023,0
1647365,0
6025425,0
5073382,0
2213369,0
2657248,0
5302500,0
1421461,0
4032530,0
1895969,0
3482518,0
5384034,0
1664960,0
3587559,0
1765309,0
1297496,0
4278935,0
5527980,0
3658884,0
2587748,0
2486846,0
4037766,0
3293607,0
3913858,0
3906265,0
5601202,0
3856143,0
2868308,0
4900427,0
5014347,0
3570760,0
3435646,0
5425840,0
2315965,0
3559407,0
5730421,0
4214577,0
2411825,0
1079469,0
4490442,0
3448692,0
5822869,0
5490373,0
2865164,0
6006349,0
3228873,0
5385891,0
3630771,0
1615750,0
4610514,0
4555985,0
4826455,0
1943787,0
2216063,0
4688508,0
1241692,0
2910038,0
4314228,0
4843135,0
5010050,0
5222611,0
3105979,0
1718673,0
4271418,0
1367319,0
2089174,0
4190186,0
2484488,0
5288642,0
1294865,0
5814435,0
3229842,0
3496091,0
6014075,0
1403130,0
1701173,0
5867520,0
1503647,0
1118658,0
3870905,0
5326234,0
3160410,0
1407414,0
5919049,0
5509813,0
4318889,0
4639684,0
4395050,0
5988909,0
2915436,0
2483955,0
2311552,0
5886459,0
5724665,0
5574929,0
3339992,0
1780311,0
1921885,0
1016980,0
2808941,0
4969394,0
5825225,0
1415181,0
3170527,0
4021552,0
2330690,0
2761141,0
1592062,0
3208797,0
5594054,0
3540387,0
3518876,0
5174586,0
4514713,0
1530717,0
1494834,0
2170856,0
3046311,0
5751448,0
1808678,0
5712327,0
4723581,0
4003482,0
1919676,0
1394049,0
4424930,0
1806842,0
5147836,0
5732961,0
5272106,0
1871523,0
5391352,0
4205427,0
5087908,0
2667226,0
2252772,0
3830505,0
2753540,0
1294079,0
5685407,0
5270122,0
5530946,0
3766442,0
1847401,0
4077786,0
3197293,0
5318175,0
4212063,0
3189711,0
3196685,0
1020762,0
1231431,0
4834723,0
3430820,0
3495973,0
3315242,0
3242527,0
2024912,0
5386083,0
3458098,0
2644684,0
5472249,0
3889881,0
4565504,0
5238582,0
1034337,0
2558140,0
5334957,0
2402532,0
3099480,0
5713480,0
3367356,0
1349901,0
1769398,0
1210148,0
4387645,0
3312607,0
1452363,0
4444662,0
3944670,0
1279754,0
5942540,0
5793350,0
4908251,0
1882399,0
1785573,0
1324651,0
2240633,0
4680326,0
1181067,0
2683027,0
4154209,0
2427077,0
1573437,0
4163857,0
2530019,0
3302242,0
1430361,0
3081348,0
3941398,0
4470376,0
4823116,0
3398731,0
4438121,0
1857409,0
1801142,0
2653655,0
3039481,0
1235113,0
4012945,0
4408936,0
5733365,0
1527776,0
1028255,0
4663931,0
2007687,0
2278096,0
4427381,0
3858260,0
1469168,0
4409595,0
2302713,0
3511695,0
5969154,0
5873480,0
2462125,0
5332897,0
1313796,0
1025854,0
5884994,0
5133567,0
1262281,0
4163896,0
1400468,0
3047984,0
4639668,0
1502689,0
4378720,0
5120374,0
1229485,0
3235110,0
5798932,0
1415952,0
3899080,0
3966049,0
2462015,0
3636918,0
5100093,0
2690956,0
6012351,0
2888554,0
3850354,0
2270562,0
5912701,0
2537887,0
5059684,0
3851815,0
2147983,0
1713080,0
2396802,0
4575976,0
3906259,0
4846660,0
1787345,0
4760339,0
3162838,0
3257390,0
4947165,0
4008071,0
5219443,0
1538641,0
5660910,0
4227392,0
2095584,0
2198544,0
1645070,0
5383142,0
4858083,0
1840806,0
1359864,0
5654302,0
4435543,0
1490575,0
5848569,0
2304368,0
1746898,0
3432933,0
5617637,0
1325802,0
3214918,0
2896859,0
4266327,0
4087664,0
1308137,0
3692734,0
2859300,0
5800624,0
3483535,0
5002982,0
2958990,0
1073879,0
3319467,0
6012758,0
2243721,0
4492817,0
3229406,0
5907643,0
4105937,0
1135247,0
4538695,0
2642917,0
5172308,0
3487987,0
3455942,0
3635471,0
2894490,0
1450019,0
1729721,0
5937669,0
3623574,0
1903170,0
1037410,0
1863665,0
4795165,0
3459891,0
5558768,0
4260657,0
1809976,0
1410874,0
3127838,0
1979532,0
3697298,0
3563442,0
5742415,0
1187441,0
4037981,0
2721764,0
1452958,0
1653149,0
3111857,0
5863930,0
1199213,0
3398469,0
5543964,0
1178708,0
5271895,0
2858022,0
3063660,0
3975366,0
3098789,0
3119843,0
1128599,0
2471197,0
5136320,0
1604050,0
3952068,0
1673307,0
2039907,0
2462580,0
5154545,0
2457883,0
5381475,0
1583046,0
2701384,0
3580408,0
1684162,0
3435382,0
3243879,0
2757139,0
5249263,0
2620640,0
3486646,0
2747421,0
4188480,0
1894946,0
5112336,0
3287182,0
4672516,0
1672182,0
3888346,0
5047372,0
3505632,0
3393275,0
2763869,0
4721103,0
2643881,0
3213071,0
2127887,0
3845625,0
2994582,0
3096573,0
1496761,0
2600506,0
4641159,0
4818093,0
3185117,0
2716815,0
2567481,0
5938456,0
1805236,0
4443979,0
1438515,0
5919805,0
2379813,0
1019543,0
3940930,0
5285371,0
4604556,0
1836077,0
2301190,0
2376862,0
2584524,0
5117905,0
5207327,0
3443261,0
2633422,0
1398499,0
3969537,0
2718445,0
2982748,0
2570423,0
1394376,0
1251708,0
2883074,0
1938165,0
1519020,0
1985327,0
5217485,0
5019981,0
5961050,0
2346701,0
5087735,0
4715946,0
5193110,0
5689404,0
5621373,0
2146052,0
3457549,0
4974186,0
2579149,0
4839582,0
5089104,0
5192290,0
3564386,0
3822018,0
4109460,0
5491061,0
2127245,0
5424413,0
5867130,0
4367183,0
3882029,0
3298101,0
5352945,0
1419584,0
5045217,0
3393038,0
2531327,0
1776242,0
3421389,0
5174769,0
4567322,0
4490712,0
4831787,0
5692015,0
2306025,0
2307946,0
4587929,0
4198051,0
4947147,0
5179148,0
5629617,0
5132137,0
5837125,0
5943068,0
3711918,0
5664902,0
4600054,0
4174895,0
1655879,0
2147886,0
4488904,0
5879501,0
2155093,0
3375233,0
3081509,0
4769508,0
1011916,0
5347930,0
5638509,0
5076126,0
2361176,0
2067516,0
2928263,0
4053577,0
3017904,0
5890639,0
2903693,0
2297299,0
3869922,0
5575996,0
5125858,0
3834972,0
1543445,0
2260085,0
1956705,0
2514962,0
1472735,0
2616581,0
1651780,0
1738009,0
2746145,0
5327247,0
5813838,0
5832048,0
4764030,0
3184077,0
5489957,0
3834751,0
4208045,0
4270058,0
1052345,0
2074656,0
5562792,0
2650699,0
3557976,0
2880988,0
5222357,0
2910699,0
1706136,0
1055651,0
4381756,0
2608919,0
1137459,0
4119618,0
3182047,0
5482237,0
4170523,0
6016834,0
3621997,0
